timestamp,income,allExpense,balance,educationalExpense,rentAdjustmentExpense,recreationalExpense,shelterExpense,foodExpense
27/7/2022,800,-51.24121815,748.7587819,0,0,-37.10118162,0,-14.14003653
28/7/2022,800,-51.94165427,748.0583457,0,0,-37.10118162,0,-14.84047265
29/7/2022,800,-51.94165427,748.0583457,0,0,-37.10118162,0,-14.84047265
30/7/2022,517.5746842,-57.26058224,460.314102,0,0,-42.42010959,0,-14.84047265
31/7/2022,517.5746842,-57.26058224,460.314102,0,0,-42.42010959,0,-14.84047265
1/8/2022,800,-1700.678061,-900.6780612,-91.14351385,0,-38.33788768,-1556.356187,-14.84047265
2/8/2022,800,-51.36890035,748.6310997,0,0,-36.5284277,0,-14.84047265
3/8/2022,800,-50.66846423,749.3315358,0,0,-36.5284277,0,-14.14003653
4/8/2022,800,-59.3618906,740.6381094,0,0,-44.52141795,0,-14.84047265
5/8/2022,800,-51.36890035,748.6310997,0,0,-36.5284277,0,-14.84047265
6/8/2022,517.5746842,-55.65177243,461.9229118,0,0,-40.81129978,0,-14.84047265
7/8/2022,517.5746842,-53.72557311,463.8491111,0,0,-38.88510046,0,-14.84047265
8/8/2022,800,-50.66846423,749.3315358,0,0,-36.5284277,0,-14.14003653
9/8/2022,800,-48.23153611,751.7684639,0,0,-33.39106346,0,-14.84047265
10/8/2022,800,-53.17836033,746.8216397,0,0,-38.33788768,0,-14.84047265
11/8/2022,800,-54.20347337,745.7965266,0,0,-40.06343684,0,-14.14003653
12/8/2022,800,-49.46824216,750.5317578,0,0,-34.62776951,0,-14.84047265
13/8/2022,517.5746842,-55.65177243,461.9229118,0,0,-40.81129978,0,-14.84047265
14/8/2022,517.5746842,-57.26058224,460.314102,0,0,-42.42010959,0,-14.84047265
15/8/2022,800,-53.17836033,746.8216397,0,0,-38.33788768,0,-14.84047265
16/8/2022,800,-53.39310607,746.6068939,0,0,-40.81129978,0,-12.58180629
17/8/2022,800,-54.90390949,745.0960905,0,0,-40.06343684,0,-14.84047265
18/8/2022,800,-58.12518454,741.8748155,0,0,-43.28471189,0,-14.84047265
19/8/2022,800,-49.0122276,750.9877724,0,0,-34.17175495,0,-14.84047265
20/8/2022,517.5746842,-57.26058224,460.314102,0,0,-42.42010959,0,-14.84047265
21/8/2022,517.5746842,-53.72557311,463.8491111,0,0,-38.88510046,0,-14.84047265
22/8/2022,800,-54.90390949,745.0960905,0,0,-40.06343684,0,-14.84047265
23/8/2022,800,-48.23153611,751.7684639,0,0,-33.39106346,0,-14.84047265
24/8/2022,800,-51.94165427,748.0583457,0,0,-37.10118162,0,-14.84047265
25/8/2022,800,-56.56014612,743.4398539,0,0,-42.42010959,0,-14.14003653
26/8/2022,800,-55.38180974,744.6181903,0,0,-41.24177321,0,-14.14003653
27/8/2022,517.5746842,-59.3618906,458.2127936,0,0,-44.52141795,0,-14.84047265
28/8/2022,517.5746842,-57.26058224,460.314102,0,0,-42.42010959,0,-14.84047265
29/8/2022,800,-48.23153611,751.7684639,0,0,-33.39106346,0,-14.84047265
30/8/2022,800,-54.20347337,745.7965266,0,0,-40.06343684,0,-14.14003653
31/8/2022,800,-48.44628186,751.5537181,0,0,-35.86447557,0,-12.58180629
1/9/2022,800,-1702.881511,-902.8815106,-91.14351385,0,-41.24177321,-1556.356187,-14.14003653
2/9/2022,800,-55.65177243,744.3482276,0,0,-40.81129978,0,-14.84047265
3/9/2022,517.5746842,-56.88847849,460.6862057,0,0,-42.04800584,0,-14.84047265
4/9/2022,517.5746842,-57.26058224,460.314102,0,0,-42.42010959,0,-14.84047265
5/9/2022,800,-48.31179148,751.6882085,0,0,-34.17175495,0,-14.14003653
6/9/2022,800,-52.54723673,747.4527633,0,0,-37.70676408,0,-14.84047265
7/9/2022,800,-46.94726367,753.0527363,0,0,-34.63605363,0,-12.31121004
8/9/2022,800,-51.84680061,748.1531994,0,0,-37.70676408,0,-14.14003653
9/9/2022,800,-48.31179148,751.6882085,0,0,-34.17175495,0,-14.14003653
10/9/2022,517.5746842,-54.90390949,462.6707747,0,0,-40.06343684,0,-14.84047265
11/9/2022,517.5746842,-53.72557311,463.8491111,0,0,-38.88510046,0,-14.84047265
12/9/2022,800,-56.88847849,743.1115215,0,0,-42.04800584,0,-14.84047265
13/9/2022,800,-54.90390949,745.0960905,0,0,-40.06343684,0,-14.84047265
14/9/2022,800,-49.0122276,750.9877724,0,0,-34.17175495,0,-14.84047265
15/9/2022,800,-56.88847849,743.1115215,0,0,-42.04800584,0,-14.84047265
16/9/2022,800,-53.17836033,746.8216397,0,0,-38.33788768,0,-14.84047265
17/9/2022,517.5746842,-53.72557311,463.8491111,0,0,-38.88510046,0,-14.84047265
18/9/2022,517.5746842,-58.12518454,459.4494997,0,0,-43.28471189,0,-14.84047265
19/9/2022,800,-50.70494822,749.2950518,0,0,-35.86447557,0,-14.84047265
20/9/2022,800,-50.19056398,749.809436,0,0,-35.35009133,0,-14.84047265
21/9/2022,800,-55.65177243,744.3482276,0,0,-40.81129978,0,-14.84047265
22/9/2022,800,-53.02513699,746.974863,0,0,-38.88510046,0,-14.14003653
23/9/2022,800,-49.46824216,750.5317578,0,0,-34.62776951,0,-14.84047265
24/9/2022,517.5746842,-56.88847849,460.6862057,0,0,-42.04800584,0,-14.84047265
25/9/2022,517.5746842,-55.65177243,461.9229118,0,0,-40.81129978,0,-14.84047265
26/9/2022,800,-50.70494822,749.2950518,0,0,-35.86447557,0,-14.84047265
27/9/2022,800,-51.36890035,748.6310997,0,0,-36.5284277,0,-14.84047265
28/9/2022,800,-49.46824216,750.5317578,0,0,-34.62776951,0,-14.84047265
29/9/2022,800,-49.0122276,750.9877724,0,0,-34.17175495,0,-14.84047265
30/9/2022,800,-47.83389122,752.1661088,0,0,-32.99341857,0,-14.84047265
1/10/2022,517.5746842,-1704.388179,-1186.813495,-91.14351385,0,-42.04800584,-1556.356187,-14.84047265
2/10/2022,517.5746842,-56.56014612,461.0145381,0,0,-42.42010959,0,-14.14003653
3/10/2022,800,-53.17836033,746.8216397,0,0,-38.33788768,0,-14.84047265
4/10/2022,800,-55.38180974,744.6181903,0,0,-41.24177321,0,-14.14003653
5/10/2022,800,-51.84680061,748.1531994,0,0,-37.70676408,0,-14.14003653
6/10/2022,800,-51.24121815,748.7587819,0,0,-37.10118162,0,-14.14003653
7/10/2022,800,-53.17836033,746.8216397,0,0,-38.33788768,0,-14.84047265
8/10/2022,517.5746842,-54.90390949,462.6707747,0,0,-40.06343684,0,-14.84047265
9/10/2022,517.5746842,-59.3618906,458.2127936,0,0,-44.52141795,0,-14.84047265
10/10/2022,800,-54.41506638,745.5849336,0,0,-39.57459373,0,-14.84047265
11/10/2022,800,-50.19056398,749.809436,0,0,-35.35009133,0,-14.84047265
12/10/2022,800,-49.46824216,750.5317578,0,0,-34.62776951,0,-14.84047265
13/10/2022,800,-47.83389122,752.1661088,0,0,-32.99341857,0,-14.84047265
14/10/2022,800,-50.70494822,749.2950518,0,0,-35.86447557,0,-14.84047265
15/10/2022,517.5746842,-58.12518454,459.4494997,0,0,-43.28471189,0,-14.84047265
16/10/2022,517.5746842,-51.94165427,465.6330299,0,0,-37.10118162,0,-14.84047265
17/10/2022,800,-56.56014612,743.4398539,0,0,-42.42010959,0,-14.14003653
18/10/2022,800,-51.36890035,748.6310997,0,0,-36.5284277,0,-14.84047265
19/10/2022,800,-46.99483006,753.0051699,0,0,-32.15435741,0,-14.84047265
20/10/2022,800,-49.46824216,750.5317578,0,0,-34.62776951,0,-14.84047265
21/10/2022,800,-50.70494822,749.2950518,0,0,-35.86447557,0,-14.84047265
22/10/2022,517.5746842,-56.88847849,460.6862057,0,0,-42.04800584,0,-14.84047265
23/10/2022,517.5746842,-58.12518454,459.4494997,0,0,-43.28471189,0,-14.84047265
24/10/2022,800,-53.02513699,746.974863,0,0,-38.88510046,0,-14.14003653
25/10/2022,800,-54.41506638,745.5849336,0,0,-39.57459373,0,-14.84047265
26/10/2022,800,-50.28857037,749.7114296,0,0,-37.70676408,0,-12.58180629
27/10/2022,800,-49.47652628,750.5234737,0,0,-34.63605363,0,-14.84047265
28/10/2022,800,-50.70494822,749.2950518,0,0,-35.86447557,0,-14.84047265
29/10/2022,517.5746842,-57.26058224,460.314102,0,0,-42.42010959,0,-14.84047265
30/10/2022,517.5746842,-57.26058224,460.314102,0,0,-42.42010959,0,-14.84047265
31/10/2022,800,-50.70494822,749.2950518,0,0,-35.86447557,0,-14.84047265
1/11/2022,800,-1698.740919,-898.740919,-91.14351385,0,-37.10118162,-1556.356187,-14.14003653
2/11/2022,800,-50.0045121,749.9954879,0,0,-35.86447557,0,-14.14003653
3/11/2022,800,-51.36890035,748.6310997,0,0,-36.5284277,0,-14.84047265
4/11/2022,800,-54.95133631,745.0486637,0,0,-40.81129978,0,-14.14003653
5/11/2022,517.5746842,-53.17836033,464.3963239,0,0,-38.33788768,0,-14.84047265
6/11/2022,517.5746842,-51.94165427,465.6330299,0,0,-37.10118162,0,-14.84047265
7/11/2022,800,-54.41506638,745.5849336,0,0,-39.57459373,0,-14.84047265
8/11/2022,800,-50.0045121,749.9954879,0,0,-35.86447557,0,-14.14003653
9/11/2022,800,-56.88847849,743.1115215,0,0,-42.04800584,0,-14.84047265
10/11/2022,800,-54.20347337,745.7965266,0,0,-40.06343684,0,-14.14003653
11/11/2022,800,-56.56014612,743.4398539,0,0,-42.42010959,0,-14.14003653
12/11/2022,517.5746842,-59.3618906,458.2127936,0,0,-44.52141795,0,-14.84047265
13/11/2022,517.5746842,-57.26058224,460.314102,0,0,-42.42010959,0,-14.84047265
14/11/2022,800,-53.02513699,746.974863,0,0,-38.88510046,0,-14.14003653
15/11/2022,800,-50.0045121,749.9954879,0,0,-35.86447557,0,-14.14003653
16/11/2022,800,-49.68298791,750.3170121,0,0,-37.10118162,0,-12.58180629
17/11/2022,800,-51.88545539,748.1145446,0,0,-37.74541886,0,-14.14003653
18/11/2022,800,-56.08224586,743.9177541,0,0,-41.24177321,0,-14.84047265
19/11/2022,517.5746842,-54.41506638,463.1596178,0,0,-39.57459373,0,-14.84047265
20/11/2022,517.5746842,-54.41506638,463.1596178,0,0,-39.57459373,0,-14.84047265
21/11/2022,800,-51.77410277,748.2258972,0,0,-36.93363012,0,-14.84047265
22/11/2022,800,-53.17836033,746.8216397,0,0,-38.33788768,0,-14.84047265
23/11/2022,800,-59.3618906,740.6381094,0,0,-44.52141795,0,-14.84047265
24/11/2022,800,-49.46824216,750.5317578,0,0,-34.62776951,0,-14.84047265
25/11/2022,800,-48.76780604,751.232194,0,0,-34.62776951,0,-14.14003653
26/11/2022,517.5746842,-55.65177243,461.9229118,0,0,-40.81129978,0,-14.84047265
27/11/2022,517.5746842,-58.12518454,459.4494997,0,0,-43.28471189,0,-14.84047265
28/11/2022,800,-51.88545539,748.1145446,0,0,-37.74541886,0,-14.14003653
29/11/2022,800,-53.17836033,746.8216397,0,0,-38.33788768,0,-14.84047265
30/11/2022,800,-52.54723673,747.4527633,0,0,-37.70676408,0,-14.84047265
1/12/2022,800,-1699.441355,-899.4413551,-91.14351385,0,-37.10118162,-1556.356187,-14.84047265
2/12/2022,800,-57.26058224,742.7394178,0,0,-42.42010959,0,-14.84047265
3/12/2022,517.5746842,-53.17836033,464.3963239,0,0,-38.33788768,0,-14.84047265
4/12/2022,517.5746842,-57.26058224,460.314102,0,0,-42.42010959,0,-14.84047265
5/12/2022,800,-51.94165427,748.0583457,0,0,-37.10118162,0,-14.84047265
6/12/2022,800,-49.46824216,750.5317578,0,0,-34.62776951,0,-14.84047265
7/12/2022,800,-46.99299651,753.0070035,0,0,-35.35009133,0,-11.64290518
8/12/2022,800,-48.39195608,751.6080439,0,0,-33.55148343,0,-14.84047265
9/12/2022,800,-55.65177243,744.3482276,0,0,-40.81129978,0,-14.84047265
10/12/2022,517.5746842,-56.08224586,461.4924383,0,0,-41.24177321,0,-14.84047265
11/12/2022,517.5746842,-53.72557311,463.8491111,0,0,-38.88510046,0,-14.84047265
12/12/2022,800,-52.47792421,747.5220758,0,0,-38.33788768,0,-14.14003653
13/12/2022,800,-53.02513699,746.974863,0,0,-38.88510046,0,-14.14003653
14/12/2022,800,-49.49012786,750.5098721,0,0,-35.35009133,0,-14.14003653
15/12/2022,800,-48.23153611,751.7684639,0,0,-33.39106346,0,-14.84047265
16/12/2022,800,-57.26058224,742.7394178,0,0,-42.42010959,0,-14.84047265
17/12/2022,517.5746842,-58.12518454,459.4494997,0,0,-43.28471189,0,-14.84047265
18/12/2022,517.5746842,-57.26058224,460.314102,0,0,-42.42010959,0,-14.84047265
19/12/2022,800,-51.84680061,748.1531994,0,0,-37.70676408,0,-14.14003653
20/12/2022,800,-53.72557311,746.2744269,0,0,-38.88510046,0,-14.84047265
21/12/2022,800,-48.76780604,751.232194,0,0,-34.62776951,0,-14.14003653
22/12/2022,800,-51.88545539,748.1145446,0,0,-37.74541886,0,-14.14003653
23/12/2022,800,-52.54723673,747.4527633,0,0,-37.70676408,0,-14.84047265
24/12/2022,517.5746842,-58.12518454,459.4494997,0,0,-43.28471189,0,-14.84047265
25/12/2022,517.5746842,-54.90390949,462.6707747,0,0,-40.06343684,0,-14.84047265
26/12/2022,800,-59.3618906,740.6381094,0,0,-44.52141795,0,-14.84047265
27/12/2022,800,-46.29439394,753.7056061,0,0,-32.15435741,0,-14.14003653
28/12/2022,800,-54.90390949,745.0960905,0,0,-40.06343684,0,-14.84047265
29/12/2022,800,-46.99483006,753.0051699,0,0,-32.15435741,0,-14.84047265
30/12/2022,800,-53.17836033,746.8216397,0,0,-38.33788768,0,-14.84047265
31/12/2022,517.5746842,-59.3618906,458.2127936,0,0,-44.52141795,0,-14.84047265
1/1/2023,517.5746842,-1704.760283,-1187.185599,-91.14351385,0,-42.42010959,-1556.356187,-14.84047265
2/1/2023,800,-52.54723673,747.4527633,0,0,-37.70676408,0,-14.84047265
3/1/2023,800,-50.70494822,749.2950518,0,0,-35.86447557,0,-14.84047265
4/1/2023,800,-50.66846423,749.3315358,0,0,-36.5284277,0,-14.14003653
5/1/2023,800,-54.90390949,745.0960905,0,0,-40.06343684,0,-14.84047265
6/1/2023,800,-54.95133631,745.0486637,0,0,-40.81129978,0,-14.14003653
7/1/2023,517.5746842,-53.72557311,463.8491111,0,0,-38.88510046,0,-14.84047265
8/1/2023,517.5746842,-57.26058224,460.314102,0,0,-42.42010959,0,-14.84047265
9/1/2023,800,-54.41506638,745.5849336,0,0,-39.57459373,0,-14.84047265
10/1/2023,800,-58.12518454,741.8748155,0,0,-43.28471189,0,-14.84047265
11/1/2023,800,-47.1334551,752.8665449,0,0,-32.99341857,0,-14.14003653
12/1/2023,800,-50.66846423,749.3315358,0,0,-36.5284277,0,-14.14003653
