employerId,Week_Num,Num_of_Employees,Num_of_Jobs,avgPay,Pay_Group,location,buildingId,HiredRate
381,2,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,3,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,4,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,5,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,6,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,7,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,8,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,9,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,10,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,11,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,12,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,13,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,14,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,15,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,16,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,17,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,18,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,19,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,20,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,21,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,22,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,23,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,24,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,25,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,26,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,27,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,28,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,29,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,30,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,31,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,32,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,33,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,34,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,35,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,36,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,37,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,38,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,39,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,40,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,41,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,42,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,43,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,44,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,45,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,46,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,47,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,48,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,49,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,50,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,51,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,52,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,53,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,54,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,55,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,56,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,57,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,58,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,59,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,60,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,61,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,62,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,63,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,64,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
381,65,4,4,20.03430118,$16-35(Mid),POINT (877.2786575380362 1358.5441805909259),279,100
382,1,6,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,67
382,2,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,3,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,4,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,5,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,6,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,7,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,8,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,9,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,10,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,11,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,12,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,13,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,14,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,15,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,16,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,17,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,18,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,19,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,20,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,21,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,22,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,23,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,24,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,25,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,26,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,27,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,28,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,29,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,30,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,31,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,32,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,33,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,34,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,35,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,36,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,37,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,38,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,39,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,40,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,41,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,42,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,43,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,44,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,45,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,46,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,47,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,48,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,49,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,50,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,51,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,52,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,53,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,54,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,55,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,56,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,57,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,58,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,59,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,60,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,61,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,62,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,63,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,64,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,65,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
383,1,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,2,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,3,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,4,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,5,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,6,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,7,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,8,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,9,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,10,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,11,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,12,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,13,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,14,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,15,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,16,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,17,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,18,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,19,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,20,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,21,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,22,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,23,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,24,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,25,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,26,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,27,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,28,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,29,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,30,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,31,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,32,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,33,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,34,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,35,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,36,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,37,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,38,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,39,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,40,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,41,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,42,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,43,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,44,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,45,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,46,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,47,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,48,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,49,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,50,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,51,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,52,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,53,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,54,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,55,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,56,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,57,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,58,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,59,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,60,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,61,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,62,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,63,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,64,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,65,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
384,1,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,2,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,3,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,4,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,5,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,6,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,7,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,8,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,9,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,10,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,11,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,12,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,13,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,14,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,15,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,16,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,17,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,18,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,19,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,20,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,21,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,22,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,23,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,24,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,25,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,26,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,27,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,28,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
