employerId,Weekday,Num_of_Employees,Num_of_Jobs,avgPay,Pay_Group,location,buildingId,HiredRate
386,Friday,5,8,18.110123594999997,$16-35(Mid),POINT (-1349.8842287593952 1610.4623628717086),596,62
386,Monday,5,8,18.110123594999997,$16-35(Mid),POINT (-1349.8842287593952 1610.4623628717086),596,62
386,Thursday,5,8,18.110123594999997,$16-35(Mid),POINT (-1349.8842287593952 1610.4623628717086),596,62
386,Tuesday,5,8,18.110123594999997,$16-35(Mid),POINT (-1349.8842287593952 1610.4623628717086),596,62
386,Wednesday,5,8,18.110123594999997,$16-35(Mid),POINT (-1349.8842287593952 1610.4623628717086),596,62
387,Friday,2,4,12.58028665,<=$15 (Low),POINT (864.9382009582821 1556.3972795892669),880,50
387,Monday,2,4,12.58028665,<=$15 (Low),POINT (864.9382009582821 1556.3972795892669),880,50
387,Thursday,2,4,12.58028665,<=$15 (Low),POINT (864.9382009582821 1556.3972795892669),880,50
387,Tuesday,2,4,12.58028665,<=$15 (Low),POINT (864.9382009582821 1556.3972795892669),880,50
387,Wednesday,2,4,12.58028665,<=$15 (Low),POINT (864.9382009582821 1556.3972795892669),880,50
388,Friday,5,7,17.27550459,$16-35(Mid),POINT (611.8427226577171 2550.7250184246723),986,71
388,Monday,5,7,17.27550459,$16-35(Mid),POINT (611.8427226577171 2550.7250184246723),986,71
388,Saturday,1,7,17.27550459,$16-35(Mid),POINT (611.8427226577171 2550.7250184246723),986,14
388,Thursday,6,7,17.27550459,$16-35(Mid),POINT (611.8427226577171 2550.7250184246723),986,86
388,Tuesday,5,7,17.27550459,$16-35(Mid),POINT (611.8427226577171 2550.7250184246723),986,71
388,Wednesday,4,7,17.27550459,$16-35(Mid),POINT (611.8427226577171 2550.7250184246723),986,57
389,Friday,4,6,12.172266845,<=$15 (Low),POINT (1749.107722959826 4023.6598528872755),1020,67
389,Monday,3,6,12.172266845,<=$15 (Low),POINT (1749.107722959826 4023.6598528872755),1020,50
389,Thursday,4,6,12.172266845,<=$15 (Low),POINT (1749.107722959826 4023.6598528872755),1020,67
389,Tuesday,3,6,12.172266845,<=$15 (Low),POINT (1749.107722959826 4023.6598528872755),1020,50
389,Wednesday,3,6,12.172266845,<=$15 (Low),POINT (1749.107722959826 4023.6598528872755),1020,50
390,Friday,3,4,12.85517217,<=$15 (Low),POINT (994.4462620941047 3762.3654281251634),347,75
390,Monday,3,4,12.85517217,<=$15 (Low),POINT (994.4462620941047 3762.3654281251634),347,75
390,Saturday,1,4,12.85517217,<=$15 (Low),POINT (994.4462620941047 3762.3654281251634),347,25
390,Thursday,3,4,12.85517217,<=$15 (Low),POINT (994.4462620941047 3762.3654281251634),347,75
390,Tuesday,3,4,12.85517217,<=$15 (Low),POINT (994.4462620941047 3762.3654281251634),347,75
390,Wednesday,2,4,12.85517217,<=$15 (Low),POINT (994.4462620941047 3762.3654281251634),347,50
391,Friday,2,3,10,<=$15 (Low),POINT (609.8156412485578 787.4692664792319),632,67
391,Monday,2,3,10,<=$15 (Low),POINT (609.8156412485578 787.4692664792319),632,67
391,Thursday,2,3,10,<=$15 (Low),POINT (609.8156412485578 787.4692664792319),632,67
391,Tuesday,2,3,10,<=$15 (Low),POINT (609.8156412485578 787.4692664792319),632,67
391,Wednesday,2,3,10,<=$15 (Low),POINT (609.8156412485578 787.4692664792319),632,67
392,Friday,3,3,23.31706248,$16-35(Mid),POINT (-885.2966139548657 1555.9764946386085),315,100
392,Monday,2,3,23.31706248,$16-35(Mid),POINT (-885.2966139548657 1555.9764946386085),315,67
392,Sunday,1,3,23.31706248,$16-35(Mid),POINT (-885.2966139548657 1555.9764946386085),315,33
392,Thursday,3,3,23.31706248,$16-35(Mid),POINT (-885.2966139548657 1555.9764946386085),315,100
392,Tuesday,3,3,23.31706248,$16-35(Mid),POINT (-885.2966139548657 1555.9764946386085),315,100
392,Wednesday,3,3,23.31706248,$16-35(Mid),POINT (-885.2966139548657 1555.9764946386085),315,100
393,Friday,4,6,10.17837977,<=$15 (Low),POINT (903.9691099852218 4220.741537877808),592,67
393,Monday,4,6,10.17837977,<=$15 (Low),POINT (903.9691099852218 4220.741537877808),592,67
393,Thursday,4,6,10.17837977,<=$15 (Low),POINT (903.9691099852218 4220.741537877808),592,67
393,Tuesday,4,6,10.17837977,<=$15 (Low),POINT (903.9691099852218 4220.741537877808),592,67
393,Wednesday,4,6,10.17837977,<=$15 (Low),POINT (903.9691099852218 4220.741537877808),592,67
394,Friday,1,2,37.14055468,>$36(High),POINT (865.149408963124 982.7393731902811),893,50
394,Monday,1,2,37.14055468,>$36(High),POINT (865.149408963124 982.7393731902811),893,50
394,Thursday,2,2,37.14055468,>$36(High),POINT (865.149408963124 982.7393731902811),893,100
394,Tuesday,1,2,37.14055468,>$36(High),POINT (865.149408963124 982.7393731902811),893,50
394,Wednesday,1,2,37.14055468,>$36(High),POINT (865.149408963124 982.7393731902811),893,50
395,Friday,2,4,23.50824871,$16-35(Mid),POINT (286.586327845334 1725.5999247626096),230,50
395,Monday,3,4,23.50824871,$16-35(Mid),POINT (286.586327845334 1725.5999247626096),230,75
395,Saturday,1,4,23.50824871,$16-35(Mid),POINT (286.586327845334 1725.5999247626096),230,25
395,Thursday,3,4,23.50824871,$16-35(Mid),POINT (286.586327845334 1725.5999247626096),230,75
395,Tuesday,3,4,23.50824871,$16-35(Mid),POINT (286.586327845334 1725.5999247626096),230,75
395,Wednesday,3,4,23.50824871,$16-35(Mid),POINT (286.586327845334 1725.5999247626096),230,75
396,Friday,7,8,18.803848135,$16-35(Mid),POINT (868.902110395577 4390.34074468453),590,88
396,Monday,7,8,18.803848135,$16-35(Mid),POINT (868.902110395577 4390.34074468453),590,88
396,Thursday,7,8,18.803848135,$16-35(Mid),POINT (868.902110395577 4390.34074468453),590,88
396,Tuesday,7,8,18.803848135,$16-35(Mid),POINT (868.902110395577 4390.34074468453),590,88
396,Wednesday,7,8,18.803848135,$16-35(Mid),POINT (868.902110395577 4390.34074468453),590,88
397,Friday,7,8,13.66468136,<=$15 (Low),POINT (1499.3204774627252 4304.553083816536),351,88
397,Monday,5,8,13.66468136,<=$15 (Low),POINT (1499.3204774627252 4304.553083816536),351,62
397,Saturday,1,8,13.66468136,<=$15 (Low),POINT (1499.3204774627252 4304.553083816536),351,12
397,Sunday,1,8,13.66468136,<=$15 (Low),POINT (1499.3204774627252 4304.553083816536),351,12
397,Thursday,7,8,13.66468136,<=$15 (Low),POINT (1499.3204774627252 4304.553083816536),351,88
397,Tuesday,6,8,13.66468136,<=$15 (Low),POINT (1499.3204774627252 4304.553083816536),351,75
397,Wednesday,7,8,13.66468136,<=$15 (Low),POINT (1499.3204774627252 4304.553083816536),351,88
398,Friday,4,4,23.4583023,$16-35(Mid),POINT (754.0987512384932 1394.0500627767071),692,100
398,Monday,4,4,23.4583023,$16-35(Mid),POINT (754.0987512384932 1394.0500627767071),692,100
398,Thursday,4,4,23.4583023,$16-35(Mid),POINT (754.0987512384932 1394.0500627767071),692,100
398,Tuesday,4,4,23.4583023,$16-35(Mid),POINT (754.0987512384932 1394.0500627767071),692,100
398,Wednesday,4,4,23.4583023,$16-35(Mid),POINT (754.0987512384932 1394.0500627767071),692,100
399,Friday,5,9,10.33263183,<=$15 (Low),POINT (1626.36173317109 4226.189405838731),180,56
399,Monday,5,9,10.33263183,<=$15 (Low),POINT (1626.36173317109 4226.189405838731),180,56
399,Saturday,1,9,10.33263183,<=$15 (Low),POINT (1626.36173317109 4226.189405838731),180,11
399,Thursday,4,9,10.33263183,<=$15 (Low),POINT (1626.36173317109 4226.189405838731),180,44
399,Tuesday,5,9,10.33263183,<=$15 (Low),POINT (1626.36173317109 4226.189405838731),180,56
399,Wednesday,5,9,10.33263183,<=$15 (Low),POINT (1626.36173317109 4226.189405838731),180,56
400,Friday,1,3,16.56088317,$16-35(Mid),POINT (753.1769059100845 1739.395851679909),227,33
400,Monday,2,3,16.56088317,$16-35(Mid),POINT (753.1769059100845 1739.395851679909),227,67
400,Sunday,1,3,16.56088317,$16-35(Mid),POINT (753.1769059100845 1739.395851679909),227,33
400,Thursday,2,3,16.56088317,$16-35(Mid),POINT (753.1769059100845 1739.395851679909),227,67
400,Tuesday,2,3,16.56088317,$16-35(Mid),POINT (753.1769059100845 1739.395851679909),227,67
400,Wednesday,2,3,16.56088317,$16-35(Mid),POINT (753.1769059100845 1739.395851679909),227,67
401,Friday,4,8,13.58156776,<=$15 (Low),POINT (-1674.8630003427375 1638.1520588255166),623,50
401,Monday,5,8,13.58156776,<=$15 (Low),POINT (-1674.8630003427375 1638.1520588255166),623,62
401,Saturday,1,8,13.58156776,<=$15 (Low),POINT (-1674.8630003427375 1638.1520588255166),623,12
401,Sunday,2,8,13.58156776,<=$15 (Low),POINT (-1674.8630003427375 1638.1520588255166),623,25
401,Thursday,5,8,13.58156776,<=$15 (Low),POINT (-1674.8630003427375 1638.1520588255166),623,62
401,Tuesday,4,8,13.58156776,<=$15 (Low),POINT (-1674.8630003427375 1638.1520588255166),623,50
401,Wednesday,5,8,13.58156776,<=$15 (Low),POINT (-1674.8630003427375 1638.1520588255166),623,62
402,Friday,4,5,12.85244132,<=$15 (Low),POINT (1004.1152674725888 4462.540163068401),717,80
402,Monday,4,5,12.85244132,<=$15 (Low),POINT (1004.1152674725888 4462.540163068401),717,80
402,Thursday,4,5,12.85244132,<=$15 (Low),POINT (1004.1152674725888 4462.540163068401),717,80
402,Tuesday,4,5,12.85244132,<=$15 (Low),POINT (1004.1152674725888 4462.540163068401),717,80
402,Wednesday,4,5,12.85244132,<=$15 (Low),POINT (1004.1152674725888 4462.540163068401),717,80
403,Friday,6,7,16.72233494,$16-35(Mid),POINT (2026.3999572104358 4142.402774048681),1023,86
403,Monday,6,7,16.72233494,$16-35(Mid),POINT (2026.3999572104358 4142.402774048681),1023,86
403,Thursday,6,7,16.72233494,$16-35(Mid),POINT (2026.3999572104358 4142.402774048681),1023,86
403,Tuesday,6,7,16.72233494,$16-35(Mid),POINT (2026.3999572104358 4142.402774048681),1023,86
403,Wednesday,6,7,16.72233494,$16-35(Mid),POINT (2026.3999572104358 4142.402774048681),1023,86
404,Friday,2,2,13.55676897,<=$15 (Low),POINT (2630 4050),103,100
404,Monday,1,2,13.55676897,<=$15 (Low),POINT (2630 4050),103,50
404,Thursday,2,2,13.55676897,<=$15 (Low),POINT (2630 4050),103,100
404,Tuesday,2,2,13.55676897,<=$15 (Low),POINT (2630 4050),103,100
404,Wednesday,2,2,13.55676897,<=$15 (Low),POINT (2630 4050),103,100
405,Friday,5,7,14.57147924,<=$15 (Low),POINT (1535.4111740520664 4021.741043075247),982,71
405,Monday,5,7,14.57147924,<=$15 (Low),POINT (1535.4111740520664 4021.741043075247),982,71
405,Thursday,5,7,14.57147924,<=$15 (Low),POINT (1535.4111740520664 4021.741043075247),982,71
405,Tuesday,5,7,14.57147924,<=$15 (Low),POINT (1535.4111740520664 4021.741043075247),982,71
405,Wednesday,5,7,14.57147924,<=$15 (Low),POINT (1535.4111740520664 4021.741043075247),982,71
406,Friday,6,9,11.99225338,<=$15 (Low),POINT (973.2374190327052 3805.640410966102),347,67
406,Monday,6,9,11.99225338,<=$15 (Low),POINT (973.2374190327052 3805.640410966102),347,67
406,Sunday,1,9,11.99225338,<=$15 (Low),POINT (973.2374190327052 3805.640410966102),347,11
406,Thursday,5,9,11.99225338,<=$15 (Low),POINT (973.2374190327052 3805.640410966102),347,56
406,Tuesday,6,9,11.99225338,<=$15 (Low),POINT (973.2374190327052 3805.640410966102),347,67
406,Wednesday,6,9,11.99225338,<=$15 (Low),POINT (973.2374190327052 3805.640410966102),347,67
407,Friday,4,4,13.381776254999998,<=$15 (Low),POINT (1105.2630658126443 3730.801103253373),1033,100
407,Monday,4,4,13.381776254999998,<=$15 (Low),POINT (1105.2630658126443 3730.801103253373),1033,100
407,Saturday,1,4,13.381776254999998,<=$15 (Low),POINT (1105.2630658126443 3730.801103253373),1033,25
407,Thursday,4,4,13.381776254999998,<=$15 (Low),POINT (1105.2630658126443 3730.801103253373),1033,100
407,Tuesday,4,4,13.381776254999998,<=$15 (Low),POINT (1105.2630658126443 3730.801103253373),1033,100
407,Wednesday,5,4,13.381776254999998,<=$15 (Low),POINT (1105.2630658126443 3730.801103253373),1033,125
408,Friday,6,8,22.864949105,$16-35(Mid),POINT (412.9860808984934 1033.1806025214216),516,75
408,Monday,6,8,22.864949105,$16-35(Mid),POINT (412.9860808984934 1033.1806025214216),516,75
408,Thursday,6,8,22.864949105,$16-35(Mid),POINT (412.9860808984934 1033.1806025214216),516,75
408,Tuesday,6,8,22.864949105,$16-35(Mid),POINT (412.9860808984934 1033.1806025214216),516,75
408,Wednesday,6,8,22.864949105,$16-35(Mid),POINT (412.9860808984934 1033.1806025214216),516,75
409,Friday,3,6,11.257655425,<=$15 (Low),POINT (1207.490101417887 4007.885706041321),225,50
409,Monday,1,6,11.257655425,<=$15 (Low),POINT (1207.490101417887 4007.885706041321),225,17
409,Thursday,3,6,11.257655425,<=$15 (Low),POINT (1207.490101417887 4007.885706041321),225,50
409,Tuesday,1,6,11.257655425,<=$15 (Low),POINT (1207.490101417887 4007.885706041321),225,17
409,Wednesday,1,6,11.257655425,<=$15 (Low),POINT (1207.490101417887 4007.885706041321),225,17
410,Friday,4,5,16.0602716,$16-35(Mid),POINT (1376.3976505541523 4822.779542501879),1024,80
410,Monday,4,5,16.0602716,$16-35(Mid),POINT (1376.3976505541523 4822.779542501879),1024,80
410,Saturday,1,5,16.0602716,$16-35(Mid),POINT (1376.3976505541523 4822.779542501879),1024,20
410,Thursday,4,5,16.0602716,$16-35(Mid),POINT (1376.3976505541523 4822.779542501879),1024,80
410,Tuesday,4,5,16.0602716,$16-35(Mid),POINT (1376.3976505541523 4822.779542501879),1024,80
410,Wednesday,3,5,16.0602716,$16-35(Mid),POINT (1376.3976505541523 4822.779542501879),1024,60
411,Friday,2,6,10.925867555,<=$15 (Low),POINT (916.9315425022253 4292.958506850986),527,33
411,Monday,2,6,10.925867555,<=$15 (Low),POINT (916.9315425022253 4292.958506850986),527,33
411,Thursday,2,6,10.925867555,<=$15 (Low),POINT (916.9315425022253 4292.958506850986),527,33
411,Tuesday,3,6,10.925867555,<=$15 (Low),POINT (916.9315425022253 4292.958506850986),527,50
411,Wednesday,3,6,10.925867555,<=$15 (Low),POINT (916.9315425022253 4292.958506850986),527,50
412,Friday,2,6,10.55531704,<=$15 (Low),POINT (496.2476568904982 1686.1524496266945),1009,33
412,Monday,1,6,10.55531704,<=$15 (Low),POINT (496.2476568904982 1686.1524496266945),1009,17
412,Saturday,1,6,10.55531704,<=$15 (Low),POINT (496.2476568904982 1686.1524496266945),1009,17
412,Sunday,1,6,10.55531704,<=$15 (Low),POINT (496.2476568904982 1686.1524496266945),1009,17
412,Thursday,2,6,10.55531704,<=$15 (Low),POINT (496.2476568904982 1686.1524496266945),1009,33
412,Tuesday,2,6,10.55531704,<=$15 (Low),POINT (496.2476568904982 1686.1524496266945),1009,33
412,Wednesday,2,6,10.55531704,<=$15 (Low),POINT (496.2476568904982 1686.1524496266945),1009,33
413,Friday,6,7,14.78196419,<=$15 (Low),POINT (917.1190165763343 2102.895037900609),354,86
413,Monday,5,7,14.78196419,<=$15 (Low),POINT (917.1190165763343 2102.895037900609),354,71
413,Thursday,6,7,14.78196419,<=$15 (Low),POINT (917.1190165763343 2102.895037900609),354,86
413,Tuesday,5,7,14.78196419,<=$15 (Low),POINT (917.1190165763343 2102.895037900609),354,71
413,Wednesday,5,7,14.78196419,<=$15 (Low),POINT (917.1190165763343 2102.895037900609),354,71
414,Friday,6,8,17.811180835000002,$16-35(Mid),POINT (-82.06554016401982 1511.1129553803012),983,75
414,Monday,5,8,17.811180835000002,$16-35(Mid),POINT (-82.06554016401982 1511.1129553803012),983,62
414,Thursday,6,8,17.811180835000002,$16-35(Mid),POINT (-82.06554016401982 1511.1129553803012),983,75
414,Tuesday,6,8,17.811180835000002,$16-35(Mid),POINT (-82.06554016401982 1511.1129553803012),983,75
414,Wednesday,6,8,17.811180835000002,$16-35(Mid),POINT (-82.06554016401982 1511.1129553803012),983,75
415,Friday,5,6,25.677758949999998,$16-35(Mid),POINT (1496.4456131589884 4021.741043075247),982,83
415,Monday,4,6,25.677758949999998,$16-35(Mid),POINT (1496.4456131589884 4021.741043075247),982,67
415,Saturday,1,6,25.677758949999998,$16-35(Mid),POINT (1496.4456131589884 4021.741043075247),982,17
415,Sunday,1,6,25.677758949999998,$16-35(Mid),POINT (1496.4456131589884 4021.741043075247),982,17
415,Thursday,5,6,25.677758949999998,$16-35(Mid),POINT (1496.4456131589884 4021.741043075247),982,83
415,Tuesday,5,6,25.677758949999998,$16-35(Mid),POINT (1496.4456131589884 4021.741043075247),982,83
415,Wednesday,4,6,25.677758949999998,$16-35(Mid),POINT (1496.4456131589884 4021.741043075247),982,67
416,Friday,5,7,17.90761706,$16-35(Mid),POINT (507.31810222892034 1381.6774426214972),493,71
416,Monday,4,7,17.90761706,$16-35(Mid),POINT (507.31810222892034 1381.6774426214972),493,57
416,Thursday,6,7,17.90761706,$16-35(Mid),POINT (507.31810222892034 1381.6774426214972),493,86
416,Tuesday,5,7,17.90761706,$16-35(Mid),POINT (507.31810222892034 1381.6774426214972),493,71
416,Wednesday,5,7,17.90761706,$16-35(Mid),POINT (507.31810222892034 1381.6774426214972),493,71
417,Friday,3,4,16.4549199,$16-35(Mid),POINT (-903.1271422325927 1570.7679946298354),315,75
417,Monday,3,4,16.4549199,$16-35(Mid),POINT (-903.1271422325927 1570.7679946298354),315,75
417,Thursday,3,4,16.4549199,$16-35(Mid),POINT (-903.1271422325927 1570.7679946298354),315,75
417,Tuesday,3,4,16.4549199,$16-35(Mid),POINT (-903.1271422325927 1570.7679946298354),315,75
417,Wednesday,3,4,16.4549199,$16-35(Mid),POINT (-903.1271422325927 1570.7679946298354),315,75
418,Friday,4,7,17.75100963,$16-35(Mid),POINT (789.621374888836 1269.8729153421614),472,57
418,Monday,4,7,17.75100963,$16-35(Mid),POINT (789.621374888836 1269.8729153421614),472,57
418,Saturday,1,7,17.75100963,$16-35(Mid),POINT (789.621374888836 1269.8729153421614),472,14
418,Thursday,4,7,17.75100963,$16-35(Mid),POINT (789.621374888836 1269.8729153421614),472,57
418,Tuesday,3,7,17.75100963,$16-35(Mid),POINT (789.621374888836 1269.8729153421614),472,43
418,Wednesday,4,7,17.75100963,$16-35(Mid),POINT (789.621374888836 1269.8729153421614),472,57
419,Friday,2,2,20.562760415,$16-35(Mid),POINT (660.2070252315734 3532.331326221758),511,100
419,Monday,2,2,20.562760415,$16-35(Mid),POINT (660.2070252315734 3532.331326221758),511,100
419,Thursday,2,2,20.562760415,$16-35(Mid),POINT (660.2070252315734 3532.331326221758),511,100
419,Tuesday,2,2,20.562760415,$16-35(Mid),POINT (660.2070252315734 3532.331326221758),511,100
419,Wednesday,2,2,20.562760415,$16-35(Mid),POINT (660.2070252315734 3532.331326221758),511,100
420,Friday,4,5,11.97363835,<=$15 (Low),POINT (1677.4145716575592 4234.689307976414),795,80
420,Monday,1,5,11.97363835,<=$15 (Low),POINT (1677.4145716575592 4234.689307976414),795,20
420,Thursday,4,5,11.97363835,<=$15 (Low),POINT (1677.4145716575592 4234.689307976414),795,80
420,Tuesday,3,5,11.97363835,<=$15 (Low),POINT (1677.4145716575592 4234.689307976414),795,60
420,Wednesday,3,5,11.97363835,<=$15 (Low),POINT (1677.4145716575592 4234.689307976414),795,60
421,Friday,5,5,18.09380957,$16-35(Mid),POINT (813.0476801480482 4199.837241599387),479,100
421,Monday,5,5,18.09380957,$16-35(Mid),POINT (813.0476801480482 4199.837241599387),479,100
421,Thursday,5,5,18.09380957,$16-35(Mid),POINT (813.0476801480482 4199.837241599387),479,100
421,Tuesday,5,5,18.09380957,$16-35(Mid),POINT (813.0476801480482 4199.837241599387),479,100
421,Wednesday,5,5,18.09380957,$16-35(Mid),POINT (813.0476801480482 4199.837241599387),479,100
422,Friday,4,8,10.172580700000001,<=$15 (Low),POINT (1273.4344092361837 1252.930095226732),317,50
422,Monday,3,8,10.172580700000001,<=$15 (Low),POINT (1273.4344092361837 1252.930095226732),317,38
422,Saturday,1,8,10.172580700000001,<=$15 (Low),POINT (1273.4344092361837 1252.930095226732),317,12
422,Sunday,1,8,10.172580700000001,<=$15 (Low),POINT (1273.4344092361837 1252.930095226732),317,12
422,Thursday,4,8,10.172580700000001,<=$15 (Low),POINT (1273.4344092361837 1252.930095226732),317,50
422,Tuesday,4,8,10.172580700000001,<=$15 (Low),POINT (1273.4344092361837 1252.930095226732),317,50
422,Wednesday,3,8,10.172580700000001,<=$15 (Low),POINT (1273.4344092361837 1252.930095226732),317,38
423,Friday,5,8,17.730234145,$16-35(Mid),POINT (650.4125958509642 1744.50624697462),304,62
423,Monday,4,8,17.730234145,$16-35(Mid),POINT (650.4125958509642 1744.50624697462),304,50
423,Saturday,2,8,17.730234145,$16-35(Mid),POINT (650.4125958509642 1744.50624697462),304,25
423,Sunday,1,8,17.730234145,$16-35(Mid),POINT (650.4125958509642 1744.50624697462),304,12
423,Thursday,5,8,17.730234145,$16-35(Mid),POINT (650.4125958509642 1744.50624697462),304,62
423,Tuesday,3,8,17.730234145,$16-35(Mid),POINT (650.4125958509642 1744.50624697462),304,38
423,Wednesday,5,8,17.730234145,$16-35(Mid),POINT (650.4125958509642 1744.50624697462),304,62
424,Friday,5,5,27.85028719,$16-35(Mid),POINT (39.59877121487088 1259.7742218297456),936,100
424,Monday,5,5,27.85028719,$16-35(Mid),POINT (39.59877121487088 1259.7742218297456),936,100
424,Thursday,5,5,27.85028719,$16-35(Mid),POINT (39.59877121487088 1259.7742218297456),936,100
424,Tuesday,5,5,27.85028719,$16-35(Mid),POINT (39.59877121487088 1259.7742218297456),936,100
424,Wednesday,5,5,27.85028719,$16-35(Mid),POINT (39.59877121487088 1259.7742218297456),936,100
425,Friday,5,6,10,<=$15 (Low),POINT (-328.8906021165615 1795.1079117198856),946,83
425,Monday,4,6,10,<=$15 (Low),POINT (-328.8906021165615 1795.1079117198856),946,67
425,Thursday,4,6,10,<=$15 (Low),POINT (-328.8906021165615 1795.1079117198856),946,67
425,Tuesday,4,6,10,<=$15 (Low),POINT (-328.8906021165615 1795.1079117198856),946,67
425,Wednesday,4,6,10,<=$15 (Low),POINT (-328.8906021165615 1795.1079117198856),946,67
426,Friday,4,5,19.60389291,$16-35(Mid),POINT (-904.2325319573049 1335.9506479412894),256,80
426,Monday,3,5,19.60389291,$16-35(Mid),POINT (-904.2325319573049 1335.9506479412894),256,60
426,Saturday,1,5,19.60389291,$16-35(Mid),POINT (-904.2325319573049 1335.9506479412894),256,20
426,Sunday,1,5,19.60389291,$16-35(Mid),POINT (-904.2325319573049 1335.9506479412894),256,20
426,Thursday,3,5,19.60389291,$16-35(Mid),POINT (-904.2325319573049 1335.9506479412894),256,60
426,Tuesday,4,5,19.60389291,$16-35(Mid),POINT (-904.2325319573049 1335.9506479412894),256,80
426,Wednesday,4,5,19.60389291,$16-35(Mid),POINT (-904.2325319573049 1335.9506479412894),256,80
427,Friday,5,9,24.89126778,$16-35(Mid),POINT (-885.2966139548657 1555.9764946386085),315,56
427,Monday,4,9,24.89126778,$16-35(Mid),POINT (-885.2966139548657 1555.9764946386085),315,44
427,Saturday,1,9,24.89126778,$16-35(Mid),POINT (-885.2966139548657 1555.9764946386085),315,11
427,Sunday,1,9,24.89126778,$16-35(Mid),POINT (-885.2966139548657 1555.9764946386085),315,11
427,Thursday,5,9,24.89126778,$16-35(Mid),POINT (-885.2966139548657 1555.9764946386085),315,56
427,Tuesday,5,9,24.89126778,$16-35(Mid),POINT (-885.2966139548657 1555.9764946386085),315,56
427,Wednesday,4,9,24.89126778,$16-35(Mid),POINT (-885.2966139548657 1555.9764946386085),315,44
428,Friday,4,5,15.76244091,$16-35(Mid),POINT (1174.5599898893972 3684.5515693344405),323,80
428,Monday,3,5,15.76244091,$16-35(Mid),POINT (1174.5599898893972 3684.5515693344405),323,60
428,Thursday,4,5,15.76244091,$16-35(Mid),POINT (1174.5599898893972 3684.5515693344405),323,80
