employerId,Yr_Month,Num_of_Employees,Num_of_Jobs,avgPay,Pay_Group,location,buildingId,HiredRate
382,2022-06,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,2022-07,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,2022-08,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,2022-09,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,2022-10,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,2022-11,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,2022-12,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,2023-01,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,2023-02,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,2023-03,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,2023-04,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
382,2023-05,4,9,13.37043245,<=$15 (Low),POINT (670.3987400004884 1584.4743462106067),3,44
383,2022-03,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,2022-04,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,2022-05,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,2022-06,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,2022-07,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,2022-08,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,2022-09,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,2022-10,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,2022-11,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,2022-12,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,2023-01,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,2023-02,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,2023-03,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,2023-04,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
383,2023-05,6,8,22.61920523,$16-35(Mid),POINT (829.9556783260775 2163.4803049897623),146,75
384,2022-03,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,2022-04,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,2022-05,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,2022-06,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,2022-07,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,2022-08,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,2022-09,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,2022-10,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,2022-11,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,2022-12,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,2023-01,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,2023-02,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,2023-03,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,2023-04,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
384,2023-05,3,3,22.88711192,$16-35(Mid),POINT (880.1644882398598 4339.7016557216575),527,100
385,2022-03,5,6,17.26818543,$16-35(Mid),POINT (231.13884534051988 1095.6471792268785),782,83
385,2022-04,5,6,17.26818543,$16-35(Mid),POINT (231.13884534051988 1095.6471792268785),782,83
385,2022-05,5,6,17.26818543,$16-35(Mid),POINT (231.13884534051988 1095.6471792268785),782,83
385,2022-06,5,6,17.26818543,$16-35(Mid),POINT (231.13884534051988 1095.6471792268785),782,83
385,2022-07,5,6,17.26818543,$16-35(Mid),POINT (231.13884534051988 1095.6471792268785),782,83
385,2022-08,5,6,17.26818543,$16-35(Mid),POINT (231.13884534051988 1095.6471792268785),782,83
385,2022-09,5,6,17.26818543,$16-35(Mid),POINT (231.13884534051988 1095.6471792268785),782,83
385,2022-10,5,6,17.26818543,$16-35(Mid),POINT (231.13884534051988 1095.6471792268785),782,83
385,2022-11,5,6,17.26818543,$16-35(Mid),POINT (231.13884534051988 1095.6471792268785),782,83
385,2022-12,5,6,17.26818543,$16-35(Mid),POINT (231.13884534051988 1095.6471792268785),782,83
385,2023-01,5,6,17.26818543,$16-35(Mid),POINT (231.13884534051988 1095.6471792268785),782,83
385,2023-02,5,6,17.26818543,$16-35(Mid),POINT (231.13884534051988 1095.6471792268785),782,83
385,2023-03,5,6,17.26818543,$16-35(Mid),POINT (231.13884534051988 1095.6471792268785),782,83
385,2023-04,5,6,17.26818543,$16-35(Mid),POINT (231.13884534051988 1095.6471792268785),782,83
385,2023-05,5,6,17.26818543,$16-35(Mid),POINT (231.13884534051988 1095.6471792268785),782,83
386,2022-03,5,8,18.110123594999997,$16-35(Mid),POINT (-1349.8842287593952 1610.4623628717086),596,62
386,2022-04,5,8,18.110123594999997,$16-35(Mid),POINT (-1349.8842287593952 1610.4623628717086),596,62
386,2022-05,5,8,18.110123594999997,$16-35(Mid),POINT (-1349.8842287593952 1610.4623628717086),596,62
386,2022-06,5,8,18.110123594999997,$16-35(Mid),POINT (-1349.8842287593952 1610.4623628717086),596,62
386,2022-07,5,8,18.110123594999997,$16-35(Mid),POINT (-1349.8842287593952 1610.4623628717086),596,62
386,2022-08,5,8,18.110123594999997,$16-35(Mid),POINT (-1349.8842287593952 1610.4623628717086),596,62
386,2022-09,5,8,18.110123594999997,$16-35(Mid),POINT (-1349.8842287593952 1610.4623628717086),596,62
386,2022-10,5,8,18.110123594999997,$16-35(Mid),POINT (-1349.8842287593952 1610.4623628717086),596,62
386,2022-11,5,8,18.110123594999997,$16-35(Mid),POINT (-1349.8842287593952 1610.4623628717086),596,62
386,2022-12,5,8,18.110123594999997,$16-35(Mid),POINT (-1349.8842287593952 1610.4623628717086),596,62
386,2023-01,5,8,18.110123594999997,$16-35(Mid),POINT (-1349.8842287593952 1610.4623628717086),596,62
386,2023-02,5,8,18.110123594999997,$16-35(Mid),POINT (-1349.8842287593952 1610.4623628717086),596,62
386,2023-03,5,8,18.110123594999997,$16-35(Mid),POINT (-1349.8842287593952 1610.4623628717086),596,62
386,2023-04,5,8,18.110123594999997,$16-35(Mid),POINT (-1349.8842287593952 1610.4623628717086),596,62
386,2023-05,5,8,18.110123594999997,$16-35(Mid),POINT (-1349.8842287593952 1610.4623628717086),596,62
387,2022-03,2,4,12.58028665,<=$15 (Low),POINT (864.9382009582821 1556.3972795892669),880,50
387,2022-04,2,4,12.58028665,<=$15 (Low),POINT (864.9382009582821 1556.3972795892669),880,50
387,2022-05,2,4,12.58028665,<=$15 (Low),POINT (864.9382009582821 1556.3972795892669),880,50
387,2022-06,2,4,12.58028665,<=$15 (Low),POINT (864.9382009582821 1556.3972795892669),880,50
387,2022-07,2,4,12.58028665,<=$15 (Low),POINT (864.9382009582821 1556.3972795892669),880,50
387,2022-08,2,4,12.58028665,<=$15 (Low),POINT (864.9382009582821 1556.3972795892669),880,50
387,2022-09,2,4,12.58028665,<=$15 (Low),POINT (864.9382009582821 1556.3972795892669),880,50
387,2022-10,2,4,12.58028665,<=$15 (Low),POINT (864.9382009582821 1556.3972795892669),880,50
387,2022-11,2,4,12.58028665,<=$15 (Low),POINT (864.9382009582821 1556.3972795892669),880,50
387,2022-12,2,4,12.58028665,<=$15 (Low),POINT (864.9382009582821 1556.3972795892669),880,50
387,2023-01,2,4,12.58028665,<=$15 (Low),POINT (864.9382009582821 1556.3972795892669),880,50
387,2023-02,2,4,12.58028665,<=$15 (Low),POINT (864.9382009582821 1556.3972795892669),880,50
387,2023-03,2,4,12.58028665,<=$15 (Low),POINT (864.9382009582821 1556.3972795892669),880,50
387,2023-04,2,4,12.58028665,<=$15 (Low),POINT (864.9382009582821 1556.3972795892669),880,50
387,2023-05,2,4,12.58028665,<=$15 (Low),POINT (864.9382009582821 1556.3972795892669),880,50
388,2022-03,6,7,17.27550459,$16-35(Mid),POINT (611.8427226577171 2550.7250184246723),986,86
388,2022-04,5,7,17.27550459,$16-35(Mid),POINT (611.8427226577171 2550.7250184246723),986,71
388,2022-05,5,7,17.27550459,$16-35(Mid),POINT (611.8427226577171 2550.7250184246723),986,71
388,2022-06,5,7,17.27550459,$16-35(Mid),POINT (611.8427226577171 2550.7250184246723),986,71
388,2022-07,5,7,17.27550459,$16-35(Mid),POINT (611.8427226577171 2550.7250184246723),986,71
388,2022-08,5,7,17.27550459,$16-35(Mid),POINT (611.8427226577171 2550.7250184246723),986,71
388,2022-09,5,7,17.27550459,$16-35(Mid),POINT (611.8427226577171 2550.7250184246723),986,71
388,2022-10,5,7,17.27550459,$16-35(Mid),POINT (611.8427226577171 2550.7250184246723),986,71
388,2022-11,5,7,17.27550459,$16-35(Mid),POINT (611.8427226577171 2550.7250184246723),986,71
388,2022-12,5,7,17.27550459,$16-35(Mid),POINT (611.8427226577171 2550.7250184246723),986,71
388,2023-01,5,7,17.27550459,$16-35(Mid),POINT (611.8427226577171 2550.7250184246723),986,71
388,2023-02,5,7,17.27550459,$16-35(Mid),POINT (611.8427226577171 2550.7250184246723),986,71
388,2023-03,5,7,17.27550459,$16-35(Mid),POINT (611.8427226577171 2550.7250184246723),986,71
388,2023-04,5,7,17.27550459,$16-35(Mid),POINT (611.8427226577171 2550.7250184246723),986,71
388,2023-05,5,7,17.27550459,$16-35(Mid),POINT (611.8427226577171 2550.7250184246723),986,71
389,2022-03,5,6,12.172266845,<=$15 (Low),POINT (1749.107722959826 4023.6598528872755),1020,83
389,2022-04,3,6,12.172266845,<=$15 (Low),POINT (1749.107722959826 4023.6598528872755),1020,50
389,2022-05,3,6,12.172266845,<=$15 (Low),POINT (1749.107722959826 4023.6598528872755),1020,50
389,2022-06,3,6,12.172266845,<=$15 (Low),POINT (1749.107722959826 4023.6598528872755),1020,50
389,2022-07,3,6,12.172266845,<=$15 (Low),POINT (1749.107722959826 4023.6598528872755),1020,50
389,2022-08,3,6,12.172266845,<=$15 (Low),POINT (1749.107722959826 4023.6598528872755),1020,50
389,2022-09,3,6,12.172266845,<=$15 (Low),POINT (1749.107722959826 4023.6598528872755),1020,50
389,2022-10,3,6,12.172266845,<=$15 (Low),POINT (1749.107722959826 4023.6598528872755),1020,50
389,2022-11,3,6,12.172266845,<=$15 (Low),POINT (1749.107722959826 4023.6598528872755),1020,50
389,2022-12,3,6,12.172266845,<=$15 (Low),POINT (1749.107722959826 4023.6598528872755),1020,50
389,2023-01,3,6,12.172266845,<=$15 (Low),POINT (1749.107722959826 4023.6598528872755),1020,50
389,2023-02,3,6,12.172266845,<=$15 (Low),POINT (1749.107722959826 4023.6598528872755),1020,50
389,2023-03,3,6,12.172266845,<=$15 (Low),POINT (1749.107722959826 4023.6598528872755),1020,50
389,2023-04,3,6,12.172266845,<=$15 (Low),POINT (1749.107722959826 4023.6598528872755),1020,50
389,2023-05,3,6,12.172266845,<=$15 (Low),POINT (1749.107722959826 4023.6598528872755),1020,50
390,2022-03,3,4,12.85517217,<=$15 (Low),POINT (994.4462620941047 3762.3654281251634),347,75
390,2022-04,3,4,12.85517217,<=$15 (Low),POINT (994.4462620941047 3762.3654281251634),347,75
390,2022-05,3,4,12.85517217,<=$15 (Low),POINT (994.4462620941047 3762.3654281251634),347,75
390,2022-06,3,4,12.85517217,<=$15 (Low),POINT (994.4462620941047 3762.3654281251634),347,75
390,2022-07,3,4,12.85517217,<=$15 (Low),POINT (994.4462620941047 3762.3654281251634),347,75
390,2022-08,3,4,12.85517217,<=$15 (Low),POINT (994.4462620941047 3762.3654281251634),347,75
390,2022-09,3,4,12.85517217,<=$15 (Low),POINT (994.4462620941047 3762.3654281251634),347,75
390,2022-10,3,4,12.85517217,<=$15 (Low),POINT (994.4462620941047 3762.3654281251634),347,75
390,2022-11,3,4,12.85517217,<=$15 (Low),POINT (994.4462620941047 3762.3654281251634),347,75
390,2022-12,3,4,12.85517217,<=$15 (Low),POINT (994.4462620941047 3762.3654281251634),347,75
390,2023-01,3,4,12.85517217,<=$15 (Low),POINT (994.4462620941047 3762.3654281251634),347,75
390,2023-02,3,4,12.85517217,<=$15 (Low),POINT (994.4462620941047 3762.3654281251634),347,75
390,2023-03,3,4,12.85517217,<=$15 (Low),POINT (994.4462620941047 3762.3654281251634),347,75
390,2023-04,3,4,12.85517217,<=$15 (Low),POINT (994.4462620941047 3762.3654281251634),347,75
390,2023-05,3,4,12.85517217,<=$15 (Low),POINT (994.4462620941047 3762.3654281251634),347,75
391,2022-03,2,3,10,<=$15 (Low),POINT (609.8156412485578 787.4692664792319),632,67
391,2022-04,2,3,10,<=$15 (Low),POINT (609.8156412485578 787.4692664792319),632,67
391,2022-05,2,3,10,<=$15 (Low),POINT (609.8156412485578 787.4692664792319),632,67
391,2022-06,2,3,10,<=$15 (Low),POINT (609.8156412485578 787.4692664792319),632,67
391,2022-07,2,3,10,<=$15 (Low),POINT (609.8156412485578 787.4692664792319),632,67
391,2022-08,2,3,10,<=$15 (Low),POINT (609.8156412485578 787.4692664792319),632,67
391,2022-09,2,3,10,<=$15 (Low),POINT (609.8156412485578 787.4692664792319),632,67
391,2022-10,2,3,10,<=$15 (Low),POINT (609.8156412485578 787.4692664792319),632,67
391,2022-11,2,3,10,<=$15 (Low),POINT (609.8156412485578 787.4692664792319),632,67
391,2022-12,2,3,10,<=$15 (Low),POINT (609.8156412485578 787.4692664792319),632,67
391,2023-01,2,3,10,<=$15 (Low),POINT (609.8156412485578 787.4692664792319),632,67
391,2023-02,2,3,10,<=$15 (Low),POINT (609.8156412485578 787.4692664792319),632,67
391,2023-03,2,3,10,<=$15 (Low),POINT (609.8156412485578 787.4692664792319),632,67
391,2023-04,2,3,10,<=$15 (Low),POINT (609.8156412485578 787.4692664792319),632,67
391,2023-05,2,3,10,<=$15 (Low),POINT (609.8156412485578 787.4692664792319),632,67
392,2022-03,3,3,23.31706248,$16-35(Mid),POINT (-885.2966139548657 1555.9764946386085),315,100
392,2022-04,3,3,23.31706248,$16-35(Mid),POINT (-885.2966139548657 1555.9764946386085),315,100
392,2022-05,3,3,23.31706248,$16-35(Mid),POINT (-885.2966139548657 1555.9764946386085),315,100
392,2022-06,3,3,23.31706248,$16-35(Mid),POINT (-885.2966139548657 1555.9764946386085),315,100
392,2022-07,3,3,23.31706248,$16-35(Mid),POINT (-885.2966139548657 1555.9764946386085),315,100
392,2022-08,3,3,23.31706248,$16-35(Mid),POINT (-885.2966139548657 1555.9764946386085),315,100
392,2022-09,3,3,23.31706248,$16-35(Mid),POINT (-885.2966139548657 1555.9764946386085),315,100
392,2022-10,3,3,23.31706248,$16-35(Mid),POINT (-885.2966139548657 1555.9764946386085),315,100
392,2022-11,3,3,23.31706248,$16-35(Mid),POINT (-885.2966139548657 1555.9764946386085),315,100
392,2022-12,3,3,23.31706248,$16-35(Mid),POINT (-885.2966139548657 1555.9764946386085),315,100
392,2023-01,3,3,23.31706248,$16-35(Mid),POINT (-885.2966139548657 1555.9764946386085),315,100
392,2023-02,3,3,23.31706248,$16-35(Mid),POINT (-885.2966139548657 1555.9764946386085),315,100
392,2023-03,3,3,23.31706248,$16-35(Mid),POINT (-885.2966139548657 1555.9764946386085),315,100
392,2023-04,3,3,23.31706248,$16-35(Mid),POINT (-885.2966139548657 1555.9764946386085),315,100
392,2023-05,3,3,23.31706248,$16-35(Mid),POINT (-885.2966139548657 1555.9764946386085),315,100
393,2022-03,4,6,10.17837977,<=$15 (Low),POINT (903.9691099852218 4220.741537877808),592,67
393,2022-04,4,6,10.17837977,<=$15 (Low),POINT (903.9691099852218 4220.741537877808),592,67
393,2022-05,4,6,10.17837977,<=$15 (Low),POINT (903.9691099852218 4220.741537877808),592,67
393,2022-06,4,6,10.17837977,<=$15 (Low),POINT (903.9691099852218 4220.741537877808),592,67
393,2022-07,4,6,10.17837977,<=$15 (Low),POINT (903.9691099852218 4220.741537877808),592,67
393,2022-08,4,6,10.17837977,<=$15 (Low),POINT (903.9691099852218 4220.741537877808),592,67
393,2022-09,4,6,10.17837977,<=$15 (Low),POINT (903.9691099852218 4220.741537877808),592,67
393,2022-10,4,6,10.17837977,<=$15 (Low),POINT (903.9691099852218 4220.741537877808),592,67
393,2022-11,4,6,10.17837977,<=$15 (Low),POINT (903.9691099852218 4220.741537877808),592,67
393,2022-12,4,6,10.17837977,<=$15 (Low),POINT (903.9691099852218 4220.741537877808),592,67
393,2023-01,4,6,10.17837977,<=$15 (Low),POINT (903.9691099852218 4220.741537877808),592,67
393,2023-02,4,6,10.17837977,<=$15 (Low),POINT (903.9691099852218 4220.741537877808),592,67
393,2023-03,4,6,10.17837977,<=$15 (Low),POINT (903.9691099852218 4220.741537877808),592,67
393,2023-04,4,6,10.17837977,<=$15 (Low),POINT (903.9691099852218 4220.741537877808),592,67
393,2023-05,4,6,10.17837977,<=$15 (Low),POINT (903.9691099852218 4220.741537877808),592,67
394,2022-03,2,2,37.14055468,>$36(High),POINT (865.149408963124 982.7393731902811),893,100
394,2022-04,1,2,37.14055468,>$36(High),POINT (865.149408963124 982.7393731902811),893,50
394,2022-05,1,2,37.14055468,>$36(High),POINT (865.149408963124 982.7393731902811),893,50
394,2022-06,1,2,37.14055468,>$36(High),POINT (865.149408963124 982.7393731902811),893,50
394,2022-07,1,2,37.14055468,>$36(High),POINT (865.149408963124 982.7393731902811),893,50
394,2022-08,1,2,37.14055468,>$36(High),POINT (865.149408963124 982.7393731902811),893,50
394,2022-09,1,2,37.14055468,>$36(High),POINT (865.149408963124 982.7393731902811),893,50
394,2022-10,1,2,37.14055468,>$36(High),POINT (865.149408963124 982.7393731902811),893,50
394,2022-11,1,2,37.14055468,>$36(High),POINT (865.149408963124 982.7393731902811),893,50
394,2022-12,1,2,37.14055468,>$36(High),POINT (865.149408963124 982.7393731902811),893,50
394,2023-01,1,2,37.14055468,>$36(High),POINT (865.149408963124 982.7393731902811),893,50
394,2023-02,1,2,37.14055468,>$36(High),POINT (865.149408963124 982.7393731902811),893,50
394,2023-03,1,2,37.14055468,>$36(High),POINT (865.149408963124 982.7393731902811),893,50
394,2023-04,1,2,37.14055468,>$36(High),POINT (865.149408963124 982.7393731902811),893,50
394,2023-05,1,2,37.14055468,>$36(High),POINT (865.149408963124 982.7393731902811),893,50
395,2022-03,3,4,23.50824871,$16-35(Mid),POINT (286.586327845334 1725.5999247626096),230,75
395,2022-04,3,4,23.50824871,$16-35(Mid),POINT (286.586327845334 1725.5999247626096),230,75
395,2022-05,3,4,23.50824871,$16-35(Mid),POINT (286.586327845334 1725.5999247626096),230,75
395,2022-06,3,4,23.50824871,$16-35(Mid),POINT (286.586327845334 1725.5999247626096),230,75
395,2022-07,3,4,23.50824871,$16-35(Mid),POINT (286.586327845334 1725.5999247626096),230,75
395,2022-08,3,4,23.50824871,$16-35(Mid),POINT (286.586327845334 1725.5999247626096),230,75
395,2022-09,3,4,23.50824871,$16-35(Mid),POINT (286.586327845334 1725.5999247626096),230,75
395,2022-10,3,4,23.50824871,$16-35(Mid),POINT (286.586327845334 1725.5999247626096),230,75
395,2022-11,3,4,23.50824871,$16-35(Mid),POINT (286.586327845334 1725.5999247626096),230,75
395,2022-12,3,4,23.50824871,$16-35(Mid),POINT (286.586327845334 1725.5999247626096),230,75
395,2023-01,3,4,23.50824871,$16-35(Mid),POINT (286.586327845334 1725.5999247626096),230,75
395,2023-02,3,4,23.50824871,$16-35(Mid),POINT (286.586327845334 1725.5999247626096),230,75
395,2023-03,3,4,23.50824871,$16-35(Mid),POINT (286.586327845334 1725.5999247626096),230,75
395,2023-04,3,4,23.50824871,$16-35(Mid),POINT (286.586327845334 1725.5999247626096),230,75
395,2023-05,3,4,23.50824871,$16-35(Mid),POINT (286.586327845334 1725.5999247626096),230,75
396,2022-03,7,8,18.803848135,$16-35(Mid),POINT (868.902110395577 4390.34074468453),590,88
396,2022-04,7,8,18.803848135,$16-35(Mid),POINT (868.902110395577 4390.34074468453),590,88
396,2022-05,7,8,18.803848135,$16-35(Mid),POINT (868.902110395577 4390.34074468453),590,88
396,2022-06,7,8,18.803848135,$16-35(Mid),POINT (868.902110395577 4390.34074468453),590,88
396,2022-07,7,8,18.803848135,$16-35(Mid),POINT (868.902110395577 4390.34074468453),590,88
396,2022-08,7,8,18.803848135,$16-35(Mid),POINT (868.902110395577 4390.34074468453),590,88
396,2022-09,7,8,18.803848135,$16-35(Mid),POINT (868.902110395577 4390.34074468453),590,88
396,2022-10,7,8,18.803848135,$16-35(Mid),POINT (868.902110395577 4390.34074468453),590,88
396,2022-11,7,8,18.803848135,$16-35(Mid),POINT (868.902110395577 4390.34074468453),590,88
396,2022-12,7,8,18.803848135,$16-35(Mid),POINT (868.902110395577 4390.34074468453),590,88
396,2023-01,7,8,18.803848135,$16-35(Mid),POINT (868.902110395577 4390.34074468453),590,88
396,2023-02,7,8,18.803848135,$16-35(Mid),POINT (868.902110395577 4390.34074468453),590,88
396,2023-03,7,8,18.803848135,$16-35(Mid),POINT (868.902110395577 4390.34074468453),590,88
396,2023-04,7,8,18.803848135,$16-35(Mid),POINT (868.902110395577 4390.34074468453),590,88
396,2023-05,7,8,18.803848135,$16-35(Mid),POINT (868.902110395577 4390.34074468453),590,88
397,2022-03,6,8,13.66468136,<=$15 (Low),POINT (1499.3204774627252 4304.553083816536),351,75
397,2022-04,6,8,13.66468136,<=$15 (Low),POINT (1499.3204774627252 4304.553083816536),351,75
397,2022-05,6,8,13.66468136,<=$15 (Low),POINT (1499.3204774627252 4304.553083816536),351,75
397,2022-06,6,8,13.66468136,<=$15 (Low),POINT (1499.3204774627252 4304.553083816536),351,75
397,2022-07,6,8,13.66468136,<=$15 (Low),POINT (1499.3204774627252 4304.553083816536),351,75
397,2022-08,6,8,13.66468136,<=$15 (Low),POINT (1499.3204774627252 4304.553083816536),351,75
397,2022-09,6,8,13.66468136,<=$15 (Low),POINT (1499.3204774627252 4304.553083816536),351,75
397,2022-10,6,8,13.66468136,<=$15 (Low),POINT (1499.3204774627252 4304.553083816536),351,75
397,2022-11,6,8,13.66468136,<=$15 (Low),POINT (1499.3204774627252 4304.553083816536),351,75
397,2022-12,6,8,13.66468136,<=$15 (Low),POINT (1499.3204774627252 4304.553083816536),351,75
397,2023-01,6,8,13.66468136,<=$15 (Low),POINT (1499.3204774627252 4304.553083816536),351,75
397,2023-02,6,8,13.66468136,<=$15 (Low),POINT (1499.3204774627252 4304.553083816536),351,75
397,2023-03,6,8,13.66468136,<=$15 (Low),POINT (1499.3204774627252 4304.553083816536),351,75
397,2023-04,6,8,13.66468136,<=$15 (Low),POINT (1499.3204774627252 4304.553083816536),351,75
397,2023-05,6,8,13.66468136,<=$15 (Low),POINT (1499.3204774627252 4304.553083816536),351,75
398,2022-03,4,4,23.4583023,$16-35(Mid),POINT (754.0987512384932 1394.0500627767071),692,100
398,2022-04,4,4,23.4583023,$16-35(Mid),POINT (754.0987512384932 1394.0500627767071),692,100
398,2022-05,4,4,23.4583023,$16-35(Mid),POINT (754.0987512384932 1394.0500627767071),692,100
398,2022-06,4,4,23.4583023,$16-35(Mid),POINT (754.0987512384932 1394.0500627767071),692,100
